Entity
http://af.dbpedia.org/resource/Antieke_Rome
http://an.dbpedia.org/resource/Antiga_Roma
http://ar.dbpedia.org/resource/روما_القديمة
http://az.dbpedia.org/resource/Qədim_Roma
http://ba.dbpedia.org/resource/Боронғо_Рим
http://be-x-old.dbpedia.org/resource/Старажытны_Рым
http://be.dbpedia.org/resource/Старажытны_Рым
http://bg.dbpedia.org/resource/Древен_Рим
http://bn.dbpedia.org/resource/প্রাচীন_রোম
http://br.dbpedia.org/resource/Henroma
http://ca.dbpedia.org/resource/Antiga_Roma
http://ceb.dbpedia.org/resource/Karaang_Roma
http://cs.dbpedia.org/resource/Starověký_Řím
http://cv.dbpedia.org/resource/Авалхи_Рим
http://cy.dbpedia.org/resource/Rhufain_hynafol
http://da.dbpedia.org/resource/Antikkens_Rom
http://dbpedia.org/resource/Ancient_Rome
http://de.dbpedia.org/resource/Römisches_Reich
http://el.dbpedia.org/resource/Αρχαία_Ρώμη
http://eo.dbpedia.org/resource/Romio
http://es.dbpedia.org/resource/Antigua_Roma
http://et.dbpedia.org/resource/Rooma_riik
http://eu.dbpedia.org/resource/Antzinako_Erroma
http://fa.dbpedia.org/resource/روم_باستان
http://fi.dbpedia.org/resource/Rooman_valtakunta
http://fr.dbpedia.org/resource/Rome_antique
http://ga.dbpedia.org/resource/An_tSean-Róimh
http://gl.dbpedia.org/resource/Roma_Antiga
http://he.dbpedia.org/resource/רומא_העתיקה
http://hi.dbpedia.org/resource/प्राचीन_रोम_सभ्यता
http://hr.dbpedia.org/resource/Antički_Rim
http://hu.dbpedia.org/resource/Ókori_Róma
http://hy.dbpedia.org/resource/Հին_Հռոմ
http://ia.dbpedia.org/resource/Roma_antique
http://id.dbpedia.org/resource/Romawi_Kuno
http://is.dbpedia.org/resource/Rómaveldi
http://it.dbpedia.org/resource/Roma_antica
http://ja.dbpedia.org/resource/古代ローマ
http://ka.dbpedia.org/resource/ძველი_რომი
http://kk.dbpedia.org/resource/Көне_Рим
http://ko.dbpedia.org/resource/고대_로마
http://ku.dbpedia.org/resource/Romaya_Kevnare
http://la.dbpedia.org/resource/Roma_antiqua
http://lt.dbpedia.org/resource/Senovės_Roma
http://lv.dbpedia.org/resource/Senā_Roma
http://mk.dbpedia.org/resource/Римски_период
http://mr.dbpedia.org/resource/प्राचीन_रोम
http://ms.dbpedia.org/resource/Rom_kuno
http://new.dbpedia.org/resource/प्राचीन_रोम
http://nl.dbpedia.org/resource/Oude_Rome
http://no.dbpedia.org/resource/Romerriket
http://pl.dbpedia.org/resource/Starożytny_Rzym
http://pt.dbpedia.org/resource/Roma_Antiga
http://ro.dbpedia.org/resource/Roma_Antică
http://ru.dbpedia.org/resource/Древний_Рим
http://scn.dbpedia.org/resource/Antica_Roma
http://sco.dbpedia.org/resource/Auncient_Roum
http://sh.dbpedia.org/resource/Antički_Rim
http://simple.dbpedia.org/resource/Ancient_Rome
http://sk.dbpedia.org/resource/Staroveký_Rím
http://sl.dbpedia.org/resource/Antični_Rim
http://sl.dbpedia.org/resource/Starorimska_civilizacija
http://sq.dbpedia.org/resource/Roma_e_lashtë
http://sr.dbpedia.org/resource/Антички_Рим
http://sv.dbpedia.org/resource/Romerska_riket
http://sw.dbpedia.org/resource/Roma_ya_Kale
http://ta.dbpedia.org/resource/பண்டைய_ரோம்
http://te.dbpedia.org/resource/పురాతన_రోమ్
http://th.dbpedia.org/resource/โรมันโบราณ
http://th.dbpedia.org/resource/โรมโบราณ
http://tl.dbpedia.org/resource/Sinaunang_Roma
http://tr.dbpedia.org/resource/Antik_Roma
http://tt.dbpedia.org/resource/Борынгы_Рим
http://uk.dbpedia.org/resource/Стародавній_Рим
http://uz.dbpedia.org/resource/Qadimgi_Rim
http://vec.dbpedia.org/resource/Storia_romana
http://vi.dbpedia.org/resource/La_Mã_cổ_đại
http://war.dbpedia.org/resource/Hadton_Roma
http://www.wikidata.org/entity/Q1747689
http://yi.dbpedia.org/resource/אוראלט_רוים
http://yo.dbpedia.org/resource/Rómù_Ayéijọ́un
http://zh-min-nan.dbpedia.org/resource/Kó͘-tāi_Lô-má
http://zh-yue.dbpedia.org/resource/古羅馬
http://zh.dbpedia.org/resource/古罗马
http://af.dbpedia.org/resource/Romeinse_Ryk
http://als.dbpedia.org/resource/Römisches_Reich
http://am.dbpedia.org/resource/የሮሜ_መንግሥት
http://an.dbpedia.org/resource/Imperio_Román
http://ar.dbpedia.org/resource/الإمبراطورية_الرومانية
http://arz.dbpedia.org/resource/الامبراطوريه_الرومانيه
