<http://dbpedia.org/resource/Maid_of_Gold>,<http://rdf.freebase.com/ns/m.01pl_l2>,<http://rdf.freebase.com/ns/m.0knvrj_>,<http://wikidata.dbpedia.org/resource/Q6735302>,<http://wikidata.org/entity/Q6735302>,<http://www.wikidata.org/entity/Q6735302>
<http://de.dbpedia.org/resource/Bolschaja>,<http://pl.dbpedia.org/resource/Bolszaja>,<http://ru.dbpedia.org/resource/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D1%8F>,<http://ru.dbpedia.org/resource/Большая>,<http://www.wikidata.org/entity/Q3737265>
<http://dbpedia.org/resource/How_Do_I_Get_There>,<http://mpii.de/yago/resource/How_Do_I_Get_There>,<http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000006bcb347>,<http://rdf.freebase.com/ns/m.03ctdv7>,<http://wikidata.dbpedia.org/resource/Q5917577>,<http://wikidata.org/entity/Q5917577>,<http://www.wikidata.org/entity/Q5917577>,<http://yago-knowledge.org/resource/How_Do_I_Get_There>
<http://dbpedia.org/resource/James_L._Jamerson>,<http://rdf.freebase.com/ns/m.0g59yw2>,<http://rdf.freebase.com/ns/m/0g59yw2>,<http://wikidata.dbpedia.org/resource/Q6137596>,<http://wikidata.org/entity/Q6137596>,<http://www.wikidata.org/entity/Q6137596>,<http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/James_L._Jamerson>,<http://yago-knowledge.org/resource/James_L._Jamerson>
<http://dbpedia.org/resource/%C3%96mer_L%C3%BCtfi>,<http://dbpedia.org/resource/Ömer_Lütfi>,<http://wikidata.dbpedia.org/resource/Q8078956>,<http://wikidata.org/entity/Q8078956>,<http://www.wikidata.org/entity/Q8078956>
"<http://dbpedia.org/resource/Long_Wood,_Saint_Elizabeth,_Jamaica>","<http://mpii.de/yago/resource/Long_Wood,_Saint_Elizabeth,_Jamaica>",<http://rdf.freebase.com/ns/m.09rx2th>,<http://rdf.freebase.com/ns/m/09rx2th>,<http://wikidata.dbpedia.org/resource/Q6673411>,<http://wikidata.org/entity/Q6673411>,<http://www.wikidata.org/entity/Q6673411>,"<http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Long_Wood,_Saint_Elizabeth,_Jamaica>","<http://yago-knowledge.org/resource/Long_Wood,_Saint_Elizabeth,_Jamaica>"
<http://dbpedia.org/resource/Midland_Bridge>,<http://rdf.freebase.com/ns/m.0g57f19>,<http://rdf.freebase.com/ns/m/0g57f19>,<http://wikidata.dbpedia.org/resource/Q6842313>,<http://wikidata.org/entity/Q6842313>,<http://www.wikidata.org/entity/Q6842313>,<http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Midland_Bridge>,<http://yago-knowledge.org/resource/Midland_Bridge>
<http://de.dbpedia.org/resource/Engui%C3%A7o>,<http://de.dbpedia.org/resource/Enguiço>,<http://fr.dbpedia.org/resource/Engui%C3%A7o>,<http://fr.dbpedia.org/resource/Enguiço>,<http://pt.dbpedia.org/resource/Engui%C3%A7o>,<http://pt.dbpedia.org/resource/Enguiço>,<http://www.wikidata.org/entity/Q643607>
<http://d-nb.info/gnd/120271109>,<http://d-nb.info/gnd/130299634>,<http://data.bibsys.no/data/notrbib/authorityentry/x04095399>,<http://datos.bne.es/resource/XX1491013>,<http://viaf.org/viaf/13750>,<http://viaf.org/viaf/54334304>
<http://dbpedia.org/resource/Jimmy_Smith_(footballer_born_1901)>,<http://mpii.de/yago/resource/Jimmy_Smith_%28footballer_born_1901%29>,<http://rdf.freebase.com/ns/m.06_w2l7>,<http://wikidata.dbpedia.org/resource/Q6201311>,<http://wikidata.org/entity/Q6201311>,<http://www.wikidata.org/entity/Q6201311>
<http://dbpedia.org/resource/1952_Houston_Cougars_football_team>,<http://mpii.de/yago/resource/1952_Houston_Cougars_football_team>,<http://wikidata.dbpedia.org/resource/Q4567457>,<http://wikidata.org/entity/Q4567457>,<http://www.wikidata.org/entity/Q4567457>
<http://commons.dbpedia.org/resource/Category:Pasch_family>,<http://dbpedia.org/resource/Category:Pasch_family>,<http://wikidata.dbpedia.org/resource/Q13281189>,<http://wikidata.org/entity/Q13281189>,<http://www.wikidata.org/entity/Q13281189>
<http://dbpedia.org/resource/Philipp%2C_Duke_of_Saxe-Merseburg-Lauchst%C3%A4dt>,<http://dbpedia.org/resource/Philipp%2C_Duke_of_Saxe-Merseburg-Lauchst%C3%A4tt>,<http://dbpedia.org/resource/Philipp%2C_Duke_of_Saxe-Merseburg-Lauchstadt>,<http://dbpedia.org/resource/Philipp%2C_Duke_of_Saxe-Merseburg-Lauchstaedt>,<http://dbpedia.org/resource/Philipp%2C_Duke_of_Saxe-Merseburg-Lauchstaett>,<http://dbpedia.org/resource/Philipp%2C_Duke_of_Saxe-Merseburg-Lauchstatt>,<http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000006b5d600>
<http://hub.culturegraph.org/about/BVB-BV000565269>,<http://hub.culturegraph.org/about/BVB-BV005918387>,<http://lod.b3kat.de/isbn/3883221813>,<http://lod.b3kat.de/title/BV000565269>,<http://lod.b3kat.de/title/BV005918387>
